band_num,band_age,Color Band,d_banded,tail,tars,mass,wing,sex,fm_site,species
189187354,AHY,"r/w, A",5/10/04,,29.06,42,85.5,F,Cowley-Old,GRCA
189187353,AHY,"a, o/bu",5/10/04,,25.73,45.6,95,M,Cowley-Old,NOCA
189187352,AHY,"y/a, p",5/10/04,,25.69,45.2,95,M,Cowley-Old,NOCA
189187348,AHY,"G/BU,A",5/8/04,,26.91,43.3,90,u,SERC guesthouse,GRCA
189187347,AHY,"Y/A,Y",5/8/04,,24.15,40.7,90,m,SERC guesthouse,NOCA
183187351,AHY,"A,",5/8/04,,26.88,35.5,85,u,SERC guesthouse,GRCA
180177781,AHY,",A",5/8/04,,24.16,54.5,89.5,f,SERC guesthouse,NOCA
237005704,AHY,"O, O/A",5/7/04,,17,10.5,49,M,Barnes,HOWR
237005703,AHY,"W, P/A",5/7/04,,17.3,10.9,51,M,Barnes,HOWR
237005701,AHY,"A,BK/Y",5/7/04,,17.4,10.4,51,M,Sturtevant,HOWR
189187349,AHY,"w,a/w",5/7/04,,25,45.1,92,F,Tinius,NOCA
96247842,AHY,"p/w, a",5/6/04,,30.95,82.2,123,F,Burns,AMRO
195050474,AHY,"w/r, a",5/5/04,,17.53,10.5,47.5,U,Gorove,HOWR
195050473,AHY,"p,a/bk",5/5/04,,17.11,10.6,50,U,Gorove,HOWR
450187428,AHY,"a, w/bu",5/4/04,,21.65,20.8,64.5,M,Loran,SOSP
450187427,AHY,"r, a/y",5/1/04,,22.32,21.3,63,M,DeChello-Odenton,SOSP
184158835,AHY,"o/bu, a",5/1/04,,29.74,35.3,,M,DeChello-Odenton,GRCA
96247841,AHY,"a/r, w",5/1/04,,32.88,53.9,106,F,DeChello-Odenton,NOMO
184158834,AHY,"w/a,g",4/30/04,,24.57,44.1,95,M,Barbour,NOCA
184158833,AHY,"o/bk, a",4/30/04,,24.94,40.2,92.5,M,Barbour,NOCA
184158832,AHY,"y/y, a",4/29/04,,29.39,43.5,87,U,Reuter,GRCA
184158831,AHY,"r, bk/a",4/29/04,,29.29,37.1,88,U,Reuter,GRCA
184158830,AHY,"bk, a/w",4/28/04,,24.1,42.2,96,M,"Jones, C.",NOCA
195050472,AHY,"a/bk, o",4/27/04,,15.26,9.3,61.5,M,Beal,CACH
195050470,AHY,"g, a/bu",4/26/04,,17.18,10.2,61,M,Mason,CACH
450187460,AHY,"o, y/A",4/24/04,,22.67,22.3,68.5,M,Barnes,SOSP
195050469,AHY,"bu/a, W",4/24/04,,17.1,10.9,48.5,U,Barnes,HOWR
195050468,AHY,Y/BU,4/19/04,,16.39,10.4,62,M,Morandin,CACH
195050467,AHY,"R, A/w",4/15/04,,15.7,10.4,59,F,"Woodward, Paula",CACH
195050466,AHY,"O/BU, A",4/15/04,,16.6,10.4,59,U,"Woodward, Paula",CACH
195050465,AHY,"A/BK, Y",4/15/04,,15.65,10.1,63,U,"Woodward, Paula",CACH
450187426,AHY,"Y, G/A",4/14/04,,21.5,21.1,62,F,Daniels - Old,CARW
450187425,AHY,"A/BU, BK",4/14/04,,22.4,21.7,62,U,Daniels - Old,CARW
96247840,AHY,"P, R/A",4/14/04,,33.29,72.4,132,U,Daniels - Old,AMRO
96247839,AHY,"A, G/G",4/13/04,,33.9,70.9,126,M,Wiley,AMRO
184158829,AHY,"a, g/g",4/12/04,,25.63,44.8,96,M,Suite,NOCA
450187424,AHY,"G,W/A",4/9/04,,21.54,21.9,64,M,Burrows (Old),SOSP
225024403,HY,"p/a,y",6/15/01,59,15.79,10.35,66,U,Hunter,CACH
225024059,AHY,"R/P,A",6/13/01,51,14.705,9.2,59.5,F,Sturtevant,CACH
114105577,AHY,"o, y/a",5/23/01,,22.49,20.25,64,M,"Campbell, R.",CARW
114105642,AHY,"a,bu/bk",7/6/01,49,22.67,19.5,61,M,"Jacobs, A.",CARW
225024268,AHY,"r/r, a",6/20/01,51,17.23,9.3,61,F,Andrews,CACH
114105626,AHY,"r/r, a",6/19/01,65,22.17,20.7,69,M,Berndt,SOSP
172148501,AHY,"O,O/A",6/13/01,48,19.69,21,57.5,M,Sturtevant,CARW
175151937,AHY,"a,y/bu",6/1/01,96,28.03,37.1,94,M,Korrell,GRCA
175151968,AHY,"bk/a, r",5/8/01,99,26.54,34.2,93,M,Gehrmann,GRCA
175151966,AHY,"g, p/a",5/8/01,102,27.1,49.7,95,F,Gehrmann,NOCA
225024008,AHY,"o/a, bu",4/24/01,55,16.2,10.8,64,M,Nichols,CACH
79117804,U,"R/A,P",6/9/00,105.5,25.29,42.7,94.5,M,"Jones, C.",NOCA
175151984,AHY,"w, a/p",6/5/01,99,24.79,47.15,95.5,M,Gibson,NOCA
225024032,AHY,"a/r,p",5/22/01,54.5,16.09,9.25,62,U,Misbach,CACH
820974586,AHY,"g,r/a",4/12/01,,17.94,10.85,62.25,M,Gardiner,CACH
175151946,AHY,"p, a/p",5/17/01,91,24.49,44.9,91,M,Gough,NOCA
225024271,AHY,"y/a, p",6/22/01,51,16.22,8.3,59.75,F,Hutchinson,CACH
114105552,AHY,"p/p,a",4/20/01,60.5,22.745,22,67,M,Dorn,SOSP
132000909,U,"Bk/a,w",10/29/02,,15.26,8.8,60,U,Frey,CACH
96247823,AHY,"A,p/g",10/22/02,,31.76,46.7,97,U,Brown-DC,NOMO
225024697,AHY,"a,g/r",10/17/02,,16.16,10.2,65,U,Mahoney,CACH
225024394,AHY,"o,a/w",9/20/02,,16.15,9.6,62,U,Sturtevant,CACH
225024393,AHY,"Bk/w,a",9/20/02,,15.18,9.9,62,U,Sturtevant,CACH
180109695,AHY,"r,bk/a",9/16/02,,24.61,45.6,94,M,Thomas,NOCA
225024358,HY,"a,w/r",9/13/02,,15.2,9.8,61,U,Misbach,CACH
225024357,AHY,"o,a/r",9/13/02,,15.96,8.9,63,U,Misbach,CACH
180109687,AHY,"bu/o,a",9/13/02,,23.24,40.8,90.5,F,Misbach,NOCA
180109686,HY,"o,w/a",9/12/02,,24.66,42.1,90,M,Speyser,NOCA
180109675,AHY,"a/bu,o",9/9/02,,28.67,38.1,87,U,Odell-old,GRCA
180109654,AHY,"a/y,bk",8/30/02,,24.46,43.1,96,M,Hunter,NOCA
180109651,AHY,"a/w,r",8/27/02,,25.25,43.3,90.5,M,McLean,NOCA
225024672,U,"a,w/w",8/21/02,,14.86,9.2,62.5,U,Hunt,CACH
180109636,HY,"bu,bk/a",8/21/02,,23.25,43.5,86,M,Hunt,NOCA
225024668,AHY,"a/bk,bu",8/16/02,,14.59,8.7,56.5,U,Mahoney,CACH
180109614,HY,"a/r,bk",8/16/02,,25.83,43,90,M,Mahoney,NOCA
180109490,AHY,"Y,P/a",8/7/02,,29.23,40.2,94,M,Frey,GRCA
180109466,AHY,"a,y/r",7/25/02,,24.45,44.2,95,M,"Williams, P.",NOCA
800121496,AHY,"p,w/a",7/19/02,,27.59,34.5,95,M,Sturtevant,GRCA
800121481,AHY,"o/a,g",7/6/02,,28.72,31.9,91.5,M,Loran,GRCA
225090464,HY,"a/r,bk",6/28/02,,15.74,9.2,59.5,U,"Jones, C.",CACH
172148592,AHY,"a/p,g",6/19/02,,21.23,18.75,56.5,F,Hunt,CARW
180109421,AHY,"bk/a,o",6/13/02,,28.1,41.5,89.5,F,Kinder Farm Park,GRCA
800121463,AHY,"bu/r,a",6/8/02,,24.31,43.2,93.5,M,Singleton,NOCA
180109415,AHY,"a,y/bu",6/7/02,,34.15,50.1,117.8,M,McComas,NOMO
172148583,AHY,"g,a/y",6/5/02,,21.01,20.6,62.5,M,Earle,SOSP
225024607,AHY,"r,g/a",5/29/02,,,,60,U,Conaway,CACH
96247801,AHY,"a,y/o",5/22/02,,24.87,,93,M,Perna,NOCA
800121340,ASY,"A,y/p",5/13/02,,26.9,34.1,90,M,Lerner,GRCA
225090430,AHY,"y/a,w",5/13/02,,16.46,10,61.5,M,Odell-old,CACH
800121429,AHY,"o/a,w",5/11/02,,24.62,42.5,91,M,Frey,NOCA
800121424,AHY,"g/a,g",5/10/02,,28.09,40.1,91,F,Berndt,GRCA
800121410,AHY,BK.A/G,4/23/02,,23.9,41.6,92,F,Gilligan,NOCA
225090408,AHY,"a/bu,bu",4/19/02,,18.04,11.6,52,U,Colangelo,HOWR
192085916,U,"A/BU,W",6/13/00,51,16.98,9.4,65,F,Rohrbach,CACH
79117744,AHY,"W/A,G",6/3/00,89,23.79,39.7,91.5,F,Mosmiller,NOCA
114105757,AHY,"a/w,r",7/25/00,48.5,21.49,20.1,58,F,"Galloway, T.",CARW
225024288,HY,"bu/a,w",7/30/01,48,17.62,10.5,62.5,U,Richter,CACH
225024053,AHY,"a/g,y",6/11/01,56,14.94,10.1,65,U,Owen,CACH
115287406,AHY,"A/R,O",6/6/01,91,34.3,79.5,120.5,F,"Johnson, T.",AMRO
225024038,AHY,"p,w/a",5/23/01,54,16.25,10.5,64,U,Stavish,CACH
114105576,ASY,"a/o, r",5/17/01,71.5,22,20.9,70,M,Gough,SOSP
225024027,ASY,"a/bu, r",5/15/01,42.5,17.91,11.4,49,M,Reitsma,HOWR
82094594,AHY,"O/A, Y",4/25/01,45,16.65,12,52,M,Wellner,HOWR
175151997,AHY,"a/p, r",4/18/01,99,25.5,39.8,93,M,Speyser,NOCA
79117018,AHY,"BU,A/W",4/12/01,105,26.51,45.4,99.5,M,Gardiner,NOCA
79117033,ASY,"w/bu, a",5/8/01,99,28.635,36.8,92.5,M,Rohrbach,GRCA
79117801,U,"g,a/y",6/7/00,100.5,24.88,39.3,90.5,F,Tufts,NOCA
79117746,U,"A/G, Y",6/15/00,101,24.24,45.4,92,M,Gough,NOCA
79117822,U,"AL, BU/P",7/5/00,104,25.31,42.95,94,M,Ferrone,NOCA
800121318,AHY,"a,r/o",7/10/01,91.5,27.54,36.5,90,M,"Woodward, Paul",GRCA
225024051,AHY,"o/a, g",6/11/01,51,15.66,10.1,56,F,Tufts,CACH
79117075,AHY,"BU/W,A",5/31/01,101,23,39.8,95,M,Evans,NOCA
79117031,AHY,"w, a/bu",5/7/01,107,24.14,43.5,95.5,M,Sullivan,NOCA
114105743,U,"al/y, o",6/29/00,49,23.04,21,62,M,Salo,CARW
192085879,U,"G/R,A",4/28/00,48,17.19,9.7,61,M,Perry,CACH
225024029,AHY,"W,A/O",5/16/01,50,15.54,9.15,62.5,M,Tate,CACH
175151948,AHY,"A,G/W",5/16/01,96.5,23.69,38.15,91,M,Tate,NOCA
79117739,U,"R/A, BK",6/1/00,95,24.14,42.2,90.5,F,Tate,NOCA
175151940,AHY,"a/r, r",5/31/01,100,24.02,39.5,92,F,"Campbell, G.",NOCA
115287534,AHY,"A/P,O",5/16/01,,,71.8,,F,Tate,AMRO
800121372,HY,"r,a/p",10/2/02,,24.23,43.4,95,M,Tate,NOCA
800121371,HY,"r/g,a",10/2/02,,23.4,42,87.5,F,Tate,NOCA
800121370,AHY,"bk/a,bk",10/2/02,,23.92,40.7,88,F,Tate,NOCA
800121369,HY,"a,o/p",10/2/02,,23.59,40.3,87.5,F,Tate,NOCA
225024686,U,"a,bk/bk",10/2/02,,15.5,9.1,67,U,Tate,CACH
800121365,AHY,"bu,p/a",9/20/02,,24.29,45.9,90,M,Sturtevant,NOCA
225024386,HY,"bu/g,a",9/20/02,,15.93,10.4,63,U,Sturtevant,CACH
225024364,HY,"bu/a,o",9/16/02,,16.26,9.2,63,U,Thomas,CACH
225024363,HY,"g/a,r",9/16/02,,15.93,9.1,61.5,U,Thomas,CACH
181158751,AHY,"P,A/Bk",8/7/02,,21.34,17.6,57,F,Frey,CARW
180109454,AHY,"bk,a/y",7/18/02,,23.79,43,,F,Tate,NOCA
800121357,AHY,"a/bu,w",7/10/02,,26.85,39.8,89,F,Cantilli,GRCA
800121355,ASY,"g/a,r",7/10/02,,28.13,34.4,92,M,Cantilli,GRCA
800121474,AHY,"bk/r,a",6/21/02,,23.96,40.7,95,M,Korrell,NOCA
225090447,HY,"a/g,w",6/5/02,,15.28,10.4,62.5,U,National Gallery,CACH
225024332,AHY,"w/y,a",5/30/02,,17.35,10.1,51,M,Mann,HOWR
115287425,AHY,"bu/g,a",5/11/02,,34.17,71.2,128,M,Frey,AMRO
800121331,AHY,"y/a,g",5/9/02,,25.64,33.1,93,M,"Woodward, Paul",GRCA
225090423,AHY,"a,y/p",5/8/02,,17.04,10.5,55,U,Burns,CACH
114105683,AHY,"y/w,a",4/26/02,,21.78,19,57.5,F,Colston,CARW
172148520,AHY,"r/a,o",4/18/02,,22.43,22.9,62,M,Jewett,CARW
225024078,HY,"a,r/bk",6/28/01,49.5,15.24,9.1,56.5,U,Drake,CACH
172148508,AHY,"o/r, a",6/25/01,48.5,22.37,20.5,60,M,Salo,CARW
800121310,AHY,"w, w/a",6/22/01,104.5,24.68,45.4,95,M,Eder,NOCA
175151909,AHY,"a/g, w",6/20/01,104,23.67,41.2,95,M,Colston,NOCA
225024230,AHY,"a/p, g",5/17/01,40.5,15.96,10.9,52,M,Carl,HOWR
79117048,AHY,"g/a, y",5/17/01,102,26.46,42.7,90.5,F,Carl,GRCA
114105568,AHY,"bu/p,a",5/11/01,59,22.88,23.2,61,F,RCP - SMBC,SOSP
225024020,AHY,"r/a,p",5/3/01,52.5,16.02,10.5,64,M,Mosmiller,CACH
225024018,AHY,"p, o/a",5/1/01,52,15.85,10.2,63,M,Gardiner,CACH
82094588,AHY,"A,P/G",4/12/01,54,15.55,9.9,62,M,Gardiner,CACH
114105722,U,"a/o,r",6/14/00,43,21.99,17.1,56,M,Mann,CARW
71917740,U,"g/a, P",6/1/00,97,23.78,40.4,94,M,Tate,NOCA
114105648,AHY,"al, y/y",8/9/01,64,22.835,20.8,66,M,Reilly,SOSP
175151905,AHY,"a, p/w",6/26/01,97,22.395,39.65,89.5,F,Brown-DC,NOCA
114105622,AHY,"p, bu/a",6/18/01,68,22.15,22.3,67.25,M,Morales,SOSP
225024057,HY,"r,p/a",6/13/01,63.5,15.96,10.7,64.05,U,Conn,CACH
225024229,AHY,"bk,a/r",5/17/01,43,17.21,13.15,51.75,F,Carl,HOWR
79117017,AHY,"AL/G, BU",4/10/01,102,25.4,45.73333333,96.66666667,M,Richter,NOCA
186138825,AHY,"bk/y,a",10/9/02,,21.645,19.25,67.5,U,Gough,SOSP
181158550,AHY,"a,w/o",9/12/02,,20.72,18.15,57.25,F,Speyser,CARW
225024344,U,"a/w,bk",9/4/02,,15.2,8.85,59,U,Gilligan,CACH
225024669,HY,"bk,a/r",8/16/02,,17.065,10.175,64,U,Mahoney,CACH
225024639,AHY,"p,a/o",7/25/02,,16.4,10.4,62.75,M,"Williams, P.",CACH
180109433,AHY,"w/g,a",6/23/02,,27.715,35.9,90.75,M,Causey,GRCA
115287432,AHY,"g,r/a",6/12/02,,31.9,44.95,106.5,M,McKegg,NOMO
225090444,AHY,"a,r/w",6/2/02,,16.705,18.9,50,F,D'Alessio,HOWR
800121453,AHY,"y/bk,a",5/29/02,,23.765,40.55,95,M,Reilly,NOCA
175151979,AHY,"P, P/A",5/2/01,93.5,24.8,40.9,94.5,F,Ontario House,NOCA
114105597,AHY,"W,G/A",6/12/01,48,20.94,19.7,60,M,Beal,CARW
114105609,AHY,"a, y/r",5/31/01,47,22.12,22.6,60.5,M,O'Brien,CARW
79117099,AHY,"p, a/bk",6/15/01,106,25.65,46.05,95,M,Cowley-Old,NOCA
181158701,AHY,"a/bk,bu",6/27/02,,22.55,18.8,59.5,M,Burke ,CARW
195050287,AHY,"w/bu,al",10/7/03,,16.1,10.9,49,U,Hunter,HOWR
184158930,HY,"g/g,al",10/7/03,,24.3,41.2,86,U,Hunter,NOCA
115287488,AHY,"p,y/al",9/22/03,,29.7,45.9,103,U,Brown-DC,NOMO
115287487,AHY,"w/bu,al",9/22/03,,33.2,54.3,101,U,Brown-DC,NOMO
181158832,HY,"bu/bk,al",8/26/03,,20.1,22.2,62,U,Brown-DC,SOSP
190120776,AHY,"o/w,al",8/19/03,,21.1,16.8,66,F,Mutryn - Old,CARW
190120774,AHY,"g,p/al",8/19/03,,20.6,16.3,56,F,Mutryn - Old,CARW
187035931,AHY,"al,y/bk",8/19/03,,15.2,6.2,60,U,Mutryn - Old,CACH
187035930,AHY,"w/al,bk",8/19/03,,15.2,9.2,60,U,Mutryn - Old,CACH
184158622,HY,"w/al,bu",8/19/03,,27.1,32,86,U,Mutryn - Old,GRCA
184158620,HY,"o,p/al",8/19/03,,27.8,39.5,89,U,Mutryn - Old,GRCA
184158619,AHY,"bk,al/y",8/19/03,,27,36.4,89,M,Mutryn - Old,GRCA
190120773,AHY,"al/y,r",8/18/03,,21,21.5,63,F,Gough,SOSP
187035929,HY,"al/o,bk",8/18/03,,16.8,10.9,42,U,Gough,HOWR
187035928,AHY,"g,w/a",8/18/03,,16.4,6.8,49,F,Gough,HOWR
181158827,AHY,"a,o/g",7/28/03,,22.64,20.7,62,F,Sturtevant,CARW
184158823,HY,"a,o/o",7/25/03,,27.66,37.6,88,U,Hirshhorn Museum,GRCA
184158821,HY,"bu,a/bu",7/25/03,,27.5,32.3,89,U,Hirshhorn Museum,GRCA
184158817,AHY,"a/g,r",7/22/03,,27.1,31.8,88,M,Hirshhorn Museum,GRCA
184158816,AHY,"o,a/p",7/22/03,,27.59,32,86,F,Hirshhorn Museum,GRCA
450187511,AHY,"y,a/bk",7/18/03,,21.86,20.3,65,M,RCP - PM2,SOSP
450187423,AHY,"a/bu,bk",7/18/03,,23.14,21.2,69,M,Earle,SOSP
190120512,U,"bu/o,a",7/18/03,,21.95,20.2,62,U,Hutchinson,CARW
184148712,AHY,"a, r/r",7/18/03,,28.84,,89,F,RCP - SMBC,GRCA
96247702,AHY,"a,r/w",7/18/03,,33.53,71.5,126,M,RCP - SMBC,AMRO
190120511,HY,"p,w/a",7/17/03,,19.63,18.7,67,U,Eder,SOSP
74229714,AHY,"g/a,w",7/17/03,,33.57,48.8,117,M,Hirshhorn Museum,NOMO
450187501,AHY,"y,a/bu",7/16/03,,22.53,20,60,M,Andes,CARW
195050463,AHY,"p/a,w",7/16/03,,14.5,8.5,57,U,Andes,CACH
184158711,AHY,"g,a/r",7/16/03,,23.94,43.5,95,M,Brennan,NOCA
180177845,HY,"a,g/bk",7/16/03,,23.16,,88,U,"Woodward, Paul",NOCA
184158710,AHY,"o/a,p",7/15/03,,,30.2,87,M,RCP - DP1,GRCA
184158709,AHY,"bk/a,r",7/15/03,,28.23,34.3,91,M,RCP - DP1,GRCA
195050461,AHY,"g/a,r",7/14/03,,16.74,10.7,49,F,Beal,HOWR
195050460,AHY,"a/bk,w",7/14/03,,16.49,10.4,49.5,M,Beal,HOWR
180177843,AHY,"a,p/o",7/12/03,,25.7,,90,M,Gale,NOCA
235007606,AHY,"y,bk/a",7/11/03,,15.64,9.5,60,M,"Jones, C.",CACH
184158617,AHY,"g,a/o",7/11/03,,23.1,43,88,F,"Jones, C.",NOCA
115287462,AHY,"g/a,p",7/11/03,,34,51.5,112,M,Pickering Creek,NOMO
235007605,AHY,"w/a,y",7/10/03,,14.28,9.3,64,M,Mason,CACH
225024999,HY,"y/a,p",7/10/03,,15.94,,59,U,Barbour,CACH
190124604,AHY,"bk,r/a",7/10/03,,22.98,20.8,60,M,Mason,CARW
184158707,AHY,"a,p/r",7/10/03,,29.28,36.1,92,F,RCP - SMBC,GRCA
184158706,AHY,"a/y,bk",7/10/03,,27.75,34.3,91.5,M,RCP - SMBC,GRCA
180177842,HY,"p/g,a",7/10/03,,25.47,,91,U,Barbour,NOCA
180177841,HY,"a/o,o",7/10/03,,24.36,44.7,87,U,Barbour,NOCA
800177919,HY,"a/g,g",7/9/03,,27.57,39.2,85,U,Wolf-Branigin,GRCA
800177918,ASY,"a/w,y",7/9/03,,26.96,34,87,M,Wolf-Branigin,GRCA
800177917,HY,"a/r,r",7/9/03,,27.51,34.7,88,U,Wolf-Branigin,GRCA
800177916,HY,"a/o,o",7/9/03,,27.81,32.2,88,U,Wolf-Branigin,GRCA
190120508,AHY,"y,o/a",7/9/03,,21.72,21.8,69.5,M,Wolf-Branigin,SOSP
184158803,AHY,"a/o,bu",7/9/03,,28.26,36.8,90,M,National Gallery,GRCA
181158826,AHY,"p/g,a",7/9/03,,22.37,21.2,67,M,National Gallery,SOSP
181158825,HY,"w/a,y",7/9/03,,21.96,20.1,66,U,National Gallery,SOSP
181158824,AHY,"o/a,bk",7/9/03,,21.92,21.2,68,F,National Gallery,SOSP
96247838,AHY,"a/y,r",7/9/03,,34.87,83.1,130,M,Wolf-Branigin,AMRO
96244703,HY,"a,y/w",7/9/03,,32.37,71.5,120.5,U,Shay,AMRO
74229713,AHY,"a/p,r",7/9/03,,33.5,62.8,109,F,National Gallery,NOMO
74229705,HY,"p/a,r",7/9/03,,34.39,78.4,125,U,National Gallery,AMRO
225024183,AHY,"r,y/a",7/8/03,,17.03,9.5,49,M,Salo,HOWR
184158616,AHY,"p/p,a",7/8/03,,25.74,34.4,91,M,Reikowsky,GRCA
184158615,AHY,"a/g,o",7/8/03,,25.73,32.7,87,M,Reikowsky,GRCA
190120506,AHY,"a,o/o",7/7/03,,21.1,22.2,68,M,Cantilli,SOSP
184158705,AHY,"bk/a,y",7/7/03,,24,38.8,89.5,F,RCP - PH3,NOCA
184158704,AHY,"bk,a/y",7/7/03,,25.96,40.8,93.5,M,RCP - PH3,NOCA
184158614,AHY,"y/a,y",7/7/03,,24.01,40.4,89,F,Berger,NOCA
180177915,AHY,"y,bk/a",7/7/03,,27.39,35.8,87.5,F,Cantilli,GRCA
180177914,AHY,"a/p,y",7/7/03,,26.86,34.2,86,F,Cantilli,GRCA
180120507,AHY,"G,a/y",7/7/03,,21.87,20.5,63,M,Cantilli,SOSP
180177802,AHY,"bk,a/p",7/5/03,,25.06,,95,M,Mahoney,NOCA
450187508,HY,"bk,a/w",7/4/03,,20.87,17.8,62,U,RCP - DP1,SOSP
450187507,AHY,"y,r/a",7/4/03,,21.4,20.1,66.5,M,RCP - DP1,SOSP
235007603,AHY,"bk/a,y",7/4/03,,17.53,11,51,M,Futrell,HOWR
190120505,AHY,"g,a/r",7/4/03,,21.72,21.2,66,M,Wellner,SOSP
184158703,AHY,"g/a,g",7/4/03,,27.07,32.8,87,M,RCP - DP1,GRCA
184158702,HY,"w,g/a",7/4/03,,26.24,33.8,87,U,RCP - DP1,GRCA
184158701,HY,"a/o,r",7/4/03,,28.71,35,83,U,RCP - DP1,GRCA
180177913,HY,"bu/r,a",7/4/03,,27.29,32.8,86,U,Wellner,GRCA
180177750,AHY,"p,a/o",7/4/03,,27.73,34.6,89,M,RCP - DP1,GRCA
180177749,AHY,"r,a/bk",7/4/03,,28.06,33.1,93,M,RCP - DP1,GRCA
180177748,HY,"a,y/bu",7/4/03,,27.81,36.2,88,U,RCP - DP1,GRCA
184158613,AHY,"a,bu/y",7/3/03,,23.47,45.3,90,F,Wiser,NOCA
184158612,AHY,"y,r/a",7/3/03,,27.48,37.5,92,F,Wiser,GRCA
450187422,AHY,"o/o,a",7/2/03,,23.31,23.2,61,U,Berndt,CARW
225024182,AHY,"g/g,a",7/2/03,,17.45,11.1,49,F,Gorove,HOWR
180177991,AHY,"a,w/o",7/2/03,,28.61,36.4,90,M,Gorove,GRCA
180177840,AHY,"a,y/g",7/2/03,,23.7,42,94,F,Berndt,NOCA
96247851,AHY,"bu/a,w",7/2/03,,32.83,48.6,109.5,F,Fary,NOMO
225024998,AHY,"a/bu,p",7/1/03,,17.93,12,51.5,M,Tinius,HOWR
182163337,AHY,"r/a,y",7/1/03,,17.6,10.7,47,F,Barnes,HOWR
180177987,AHY,"w,y/a",7/1/03,,27.4,32.5,92.5,M,Lerner,GRCA
180177839,AHY,"g,y/a",7/1/03,,27.07,31.4,86,F,Barnes,GRCA
450187421,AHY,"r,y/a",6/30/03,,20.97,20.8,58,M,Wing,CARW
450187420,AHY,"a/o,o",6/30/03,,22.2,20.6,68,M,Wing,SOSP
190120602,AHY,"a,r/r",6/30/03,,21.18,22.4,65,M,Burrows (Old),SOSP
190120601,AHY,"a,bu/g",6/30/03,,21.86,22.1,60,F,Burrows (Old),CARW
114105839,AHY,"a/y,g",6/30/03,,22.7,22.5,58,F,Urbanus,CARW
235007602,AHY,"w,a/o",6/29/03,,17.41,10.8,52,M,Jewett,HOWR
182163336,AHY,"a/bu,o",6/28/03,,16.86,10,50,M,"Campbell, R.",HOWR
180177977,AHY,"g,g/a",6/28/03,,26.99,36.2,91,F,McKegg,GRCA
180177976,AHY,"p/a,o",6/28/03,,24.09,29.7,93,M,McKegg,GRCA
180177837,AHY,"g/a,o",6/28/03,,23.65,42,92,M,"Campbell, R.",NOCA
180177836,AHY,"bu/p,a",6/28/03,,25.02,37.2,85,F,"Campbell, R.",GRCA
450187506,AHY,"o,g/a",6/27/03,,22.73,22.3,62.5,M,Gomes,CARW
350068704,AHY,"a/o,r",6/27/03,,17.23,10.8,50.5,M,Jackson,HOWR
190120504,AHY,"a/r,o",6/27/03,,21.75,23,60,U,Jackson,CARW
184158611,AHY,"a/bu,bk",6/27/03,,27.06,38.5,85,F,Russell,GRCA
182163335,AHY,"o/a,p",6/27/03,,17.35,10.7,48,M,Colston,HOWR
180177834,AHY,"bk,w/a",6/27/03,,28.03,37.2,95,M,Colston,GRCA
121249301,AHY,"bu,a/y",6/27/03,,31.4,76.3,124,F,Russell,AMRO
114105838,AHY,"o,a/p",6/27/03,,25.29,21.9,60.5,U,Wood,CARW
74229704,AHY,"g,bk/a",6/27/03,,34.51,73.8,134,M,Barbour,AMRO
450187419,AHY,"bu/bk,a",6/26/03,,22.2,21.3,66,M,Briggs,SOSP
235007601,AHY,"y,g/a",6/26/03,,15.83,10.1,61,F,McKenna,CACH
184158610,AHY,"w,A/Bu",6/26/03,,22.71,38,84,F,McKenna,NOCA
180177912,HY,"y,a/w",6/26/03,,24.93,43.9,87,M,Simons,NOCA
180177911,HY,"y,a/w",6/26/03,,27.4,36.8,87,U,Simons,GRCA
180177833,AHY,"a,p/p",6/26/03,,24.8,42.1,94,F,Briggs,NOCA
180177747,AHY,"p,a/w",6/26/03,,25.05,41.2,96.5,M,RCP - PH3,NOCA
180177746,AHY,"o/a,p",6/26/03,,24.85,40.3,90.5,F,RCP - PH3,NOCA
225024997,AHY,"y,y/a",6/25/03,,16.18,8.9,58,F,Cowley-Old,CACH
184158609,AHY,"a/p,bk",6/25/03,,31.48,70.4,114,F,Wiley,AMRO
184158608,AHY,"o/bu,a",6/25/03,,31.48,71.6,122,M,Wiley,AMRO
180177760,AHY,"w/a,bk",6/25/03,,29.44,36.3,90,M,RCP - PM1,GRCA
96247702,HY,"r/a,g",6/25/03,,34.95,,121.5,U,Burns,AMRO
96247701,AHY,"a,bk/bu",6/25/03,,33.44,,129,M,Burns,AMRO
96247495,AHY,"o/o,A",6/25/03,,34.07,81,125,M,Cowley-Old,AMRO
225024181,AHY,"r/g,a",6/24/03,,18.02,11.4,45,F,Colangelo,HOWR
225024175,AHY,"w/a,p",6/24/03,,18.2,10.5,42,M,McKegg,HOWR
195050459,U,"o/p,a",6/24/03,,,9.8,64,U,RCP - PH3,CACH
180177973,AHY,"bu,r/a",6/24/03,,27,32.2,82,F,McKegg,GRCA
180177972,AHY,"w/a,p",6/24/03,,28.3,32.8,89,M,McKegg,GRCA
180177759,AHY,"a,bk/y",6/24/03,,27.9,34.6,91,M,McKegg,GRCA
180177675,AHY,"a/bu,g",6/24/03,,27.89,35.1,84.5,F,Frey,GRCA
215063500,AHY,"a/bk,p",6/23/03,,15.35,9.4,61,M,Brennan,CACH
215063499,AHY,"o/a,bu",6/23/03,,14.8,8.8,58,F,Brennan,CACH
215063498,HY,"y,w/a",6/23/03,,15.6,9.7,59,U,Brennan,CACH
